ID,Name,Concepticon_ID,Concepticon_Gloss,GBIF_ID,GBIF_NAME,canonicalName,rank,kingdom,kingdomKey,phylum,phylumKey,class_,classKey,order,orderKey,family,familyKey,genus,genusKey
hieroglyphusdaganensis,Hieroglyphus daganensis,,,1703205,"Hieroglyphus daganensis Krauss, 1877",Hieroglyphus daganensis,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Hieroglyphus,1703200
hildebrandtiaornata,Hildebrandtia ornata,,,5218012,"Hildebrandtia ornata (Peters, 1878)",Hildebrandtia ornata,SPECIES,Animalia,1,Chordata,44,Amphibia,131,Anura,952,Ptychadenidae,6745,Hildebrandtia,2428880
himantopushimantopus,Himantopus himantopus,,,5229126,"Himantopus himantopus (Linnaeus, 1758)",Himantopus himantopus,SPECIES,Animalia,1,Chordata,44,Aves,212,Charadriiformes,7192402,Recurvirostridae,4287244,Himantopus,2480217
hippopotamusamphibius,Hippopotamus amphibius,,,2441247,"Hippopotamus amphibius Linnaeus, 1758",Hippopotamus amphibius,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Hippopotamidae,5300,Hippopotamus,2441245
hippotragusequinuskoba,Hippotragus equinus koba,,,4262743,"Hippotragus equinus koba (Gray, 1872)",Hippotragus equinus koba,SUBSPECIES,Animalia,1,Chordata,44,Mammalia,359,Artiodactyla,731,Bovidae,9614,Hippotragus,2441029
homoxyrrhepespunctipennis,Homoxyrrhepes punctipennis,,,1711804,"Homoxyrrhepes punctipennis (F.Walker, 1870)",Homoxyrrhepes punctipennis,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Homoxyrrhepes,1711802
hoplobatrachusoccipitalis,Hoplobatrachus occipitalis,,,2430378,"Hoplobatrachus occipitalis (Günther, 1858)",Hoplobatrachus occipitalis,SPECIES,Animalia,1,Chordata,44,Amphibia,131,Anura,952,Dicroglossidae,6733,Hoplobatrachus,2430377
humbetenuicornis,Humbe tenuicornis,,,1704235,"Humbe tenuicornis (Schaum, 1853)",Humbe tenuicornis,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Humbe,1704234
hyaenahyaena,Hyaena hyaena,,,5218777,"Hyaena hyaena (Linnaeus, 1758)",Hyaena hyaena,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Hyaenidae,5306,Hyaena,7694357
hyalommaimpeltatum,Hyalomma impeltatum,,,2182989,"Hyalomma impeltatum Schulze & Schlottke, 1930",Hyalomma impeltatum,SPECIES,Animalia,1,Arthropoda,54,Arachnida,367,Ixodida,1425,Ixodidae,9167,Hyalomma,2183512
hycleusaffinis,Hycleus affinis,,,6955734,"Hycleus affinis (Billberg, 1813)",Hycleus affinis,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Meloidae,4742,Hycleus,4407266
hydrocynusforskahlii,Hydrocynus forskahlii,,,2356166,"Hydrocynus forskahlii (Cuvier, 1819)",Hydrocynus forskahlii,SPECIES,Animalia,1,Chordata,44,Actinopterygii,204,Characiformes,537,Alestidae,7199,Hydrocynus,2352302
hygrophilaauriculata,Hygrophila auriculata,,,9155704,Hygrophila auriculata Schumach. & Thonn.,Hygrophila auriculata,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Acanthaceae,2393,Hygrophila,9795574
hylaranagalamensis,Hylarana galamensis,,,2426873,"Hylarana galamensis (Duméril & Bibron, 1841)",Hylarana galamensis,SPECIES,Animalia,1,Chordata,44,Amphibia,131,Anura,952,Ranidae,6746,Hylarana,2426854
hyphaenethebaica,Hyphaene thebaica,,,7931200,Hyphaene thebaica Mart.,Hyphaene thebaica,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Arecales,552,Arecaceae,7681,Hyphaene,7819784
hypoderma,Hypoderma,,,1587282,"Hypoderma Latreille, 1818",Hypoderma,GENUS,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Oestridae,9499,Hypoderma,1587282
hyptisspicigera,Hyptis spicigera,,,7664995,Cantinoa americana (Aubl.) Harley & J.F.B.Pastore,Cantinoa americana,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Cantinoa,7833890
hyptissuaveolens,Hyptis suaveolens,,,3889017,Mesosphaerum suaveolens Kuntze,Mesosphaerum suaveolens,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Mesosphaerum,7307350
hystrixcristata,Hystrix cristata,,,5219888,"Hystrix cristata Linnaeus, 1758",Hystrix cristata,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Rodentia,1459,Hystricidae,9705,Hystrix,2311276
ichneumiaalbicauda,Ichneumia albicauda,,,9468301,Ichneumia albicauda G,Ichneumia albicauda,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Herpestidae,9678,Ichneumia,2434149
ictonyxstriatus,Ictonyx striatus,,,2433840,"Ictonyx striatus (Perry, 1810)",Ictonyx striatus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Mustelidae,5307,Ictonyx,2433839
indigoferaastragalina,Indigofera astragalina,,,2972077,Indigofera astragalina DC.,Indigofera astragalina,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Indigofera,2971355
indigoferacoeruleaoccidentalis,Indigofera coerulea occidentalis,,,2971773,Indigofera coerulea var. occidentalis J.B.Gillett & Ali,Indigofera coerulea occidentalis,VARIETY,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Indigofera,2971355
indigoferahirsutavarhirsuta,Indigofera hirsuta var hirsuta,,,2972082,Indigofera hirsuta L.,Indigofera hirsuta,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Indigofera,2971355
indigoferaleprieurii,Indigofera leprieurii,,,2972143,Indigofera leprieurii Baker f.,Indigofera leprieurii,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Indigofera,2971355
indigoferaoblongifolia,Indigofera oblongifolia,,,2971726,Indigofera oblongifolia Forssk.,Indigofera oblongifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Indigofera,2971355
indigoferaomissa,Indigofera omissa,,,2971574,Indigofera omissa J.B.Gillett,Indigofera omissa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Indigofera,2971355
indigoferastenophyllavarstenophylla,Indigofera stenophylla var. stenophylla,,,9069160,Indigofera stenophylla var. stenophylla,Indigofera stenophylla stenophylla,VARIETY,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Indigofera,2971355
indigoferatinctoriatinctoria,Indigofera tinctoria tinctoria,,,4929518,Indigofera tinctoria subsp. tinctoria,Indigofera tinctoria tinctoria,SUBSPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Indigofera,2971355
ipomoeaaquatica,Ipomoea aquatica,,,2928525,Ipomoea aquatica Forssk.,Ipomoea aquatica,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509
ipomoeaasarifolia,Ipomoea asarifolia,,,2928595,Ipomoea asarifolia Roem. & Schult.,Ipomoea asarifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509
ipomoeabatatas,Ipomoea batatas,,,2928551,Ipomoea batatas (L.) Lam.,Ipomoea batatas,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509
ipomoeacoptica,Ipomoea coptica,,,8117771,Ipomoea coptica (L.) Roth,Ipomoea coptica,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509
ipomoeacoscinosperma,Ipomoea coscinosperma,,,3680903,Ipomoea coscinosperma Hochst. ex Choisy,Ipomoea coscinosperma,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509
ipomoeadichroa,Ipomoea dichroa,,,3680235,Ipomoea dichroa Choisy,Ipomoea dichroa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509
ipomoea,Ipomoea,,,2928509,Ipomoea L.,Ipomoea,GENUS,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509
ipomoeaobscura,Ipomoea obscura,,,2928565,Ipomoea obscura (L.) Ker Gawler,Ipomoea obscura,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509
ipomoeapestigridis,Ipomoea pes-tigridis,,,2928524,Ipomoea pes-tigridis L.,Ipomoea pes-tigridis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509
ipomoeavagans,Ipomoea vagans,,,7857257,Ipomoea vagans Baker,Ipomoea vagans,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Ipomoea,2928509
jacquemontiatamnifolia,Jacquemontia tamnifolia,,,5341725,Jacquemontia tamnifolia (L.) Griseb.,Jacquemontia tamnifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Jacquemontia,2928487
jatrophacurcas,Jatropha curcas,,,3072953,Jatropha curcas L.,Jatropha curcas,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Jatropha,3072692
jatrophagossypiifolia,Jatropha gossypiifolia,,,3072900,Jatropha gossypiifolia L.,Jatropha gossypiifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Jatropha,3072692
khayasenegalensis,Khaya senegalensis,,,3190508,Khaya senegalensis A.Juss.,Khaya senegalensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Meliaceae,2397,Khaya,3190507
kigeliaafricana,Kigelia africana,,,3172561,Kigelia africana (Lam.) Benth.,Kigelia africana,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Bignoniaceae,6655,Kigelia,3172560
kleiniacliffordiana,Kleinia cliffordiana,,,5405694,Kleinia cliffordiana (Hutch.) C.D.Adams,Kleinia cliffordiana,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Kleinia,8048745
kraussariaangulifera,Kraussaria angulifera,,,1706307,"Kraussaria angulifera (Krauss, 1877)",Kraussaria angulifera,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Kraussaria,1706304
kraussellaamabile,Kraussella amabile,,,5098399,"Kraussella amabile (Krauss, 1877)",Kraussella amabile,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Kraussella,1703814
labeosenegalensis,Labeo senegalensis,,,5206149,"Labeo senegalensis Valenciennes, 1842",Labeo senegalensis,SPECIES,Animalia,1,Chordata,44,Actinopterygii,204,Cypriniformes,1153,Cyprinidae,7336,Labeo,2361601
lachlathetesfurfuraceus,Lachlathetes furfuraceus,,,2101014,"Lachlathetes furfuraceus (Rambur, 1842)",Lachlathetes furfuraceus,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Neuroptera,1501,Myrmeleontidae,5471,Lachlathetes,2101013
lagenariasiceraria,Lagenaria siceraria,,,2874672,Lagenaria siceraria (Molina) Standl.,Lagenaria siceraria,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Lagenaria,2874671
lagonostictasenegala,Lagonosticta senegala,,,2493680,"Lagonosticta senegala (Linnaeus, 1766)",Lagonosticta senegala,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Estrildidae,5709,Lagonosticta,2493677
lamprotorniscaudatus,Lamprotornis caudatus,,,2489076,"Lamprotornis caudatus (Statius Muller, 1776)",Lamprotornis caudatus,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Sturnidae,9350,Lamprotornis,2489069
lamprotornischalybaeus,Lamprotornis chalybaeus,,,2489071,"Lamprotornis chalybaeus Hemprich & Ehrenberg, 1828",Lamprotornis chalybaeus,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Sturnidae,9350,Lamprotornis,2489069
lamprotornispulcher,Lamprotornis pulcher,,,2489087,"Lamprotornis pulcher (Statius Muller, 1776)",Lamprotornis pulcher,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Sturnidae,9350,Lamprotornis,2489069
lanelaternotodonta,Lanelater notodonta,,,4428974,"Lanelater notodonta (Latreille, 1827)",Lanelater notodonta,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Elateridae,7825,Lanelater,4428973
laniusmeridionalis,Lanius meridionalis,,,7341500,"Lanius meridionalis Temminck, 1820",Lanius meridionalis,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Laniidae,9315,Lanius,2483315
lanneahumilis,Lannea humilis,,,3660948,Lannea humilis Engl.,Lannea humilis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Anacardiaceae,2398,Lannea,7321650
lanneamicrocarpa,Lannea microcarpa,,,3660881,Lannea microcarpa Engl. & K.Krause,Lannea microcarpa,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Anacardiaceae,2398,Lannea,7321650
lantanacamara,Lantana camara,,,2925303,Lantana camara L.,Lantana camara,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Verbenaceae,6689,Lantana,2925302
latastialongicaudata,Latastia longicaudata,,,5960643,"Latastia longicaudata (Reuss, 1834)",Latastia longicaudata,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Squamata,715,Lacertidae,5201,Latastia,2468730
latesniloticus,Lates niloticus,,,2393184,"Lates niloticus (Linnaeus, 1758)",Lates niloticus,SPECIES,Animalia,1,Chordata,44,Actinopterygii,204,Perciformes,587,Latidae,4281,Lates,2380430
lawsoniainermis,Lawsonia inermis,,,5420912,Lawsonia inermis L.,Lawsonia inermis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Lythraceae,6684,Lawsonia,3188701
leonotisnepetifoliaafricana,Leonotis nepetifolia africana,,,7741209,Leonotis nepetifolia var. africana (P.Beauv.) J.K.Morton,Leonotis nepetifolia africana,VARIETY,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Leonotis,2926904
lepidagathisanobrya,Lepidagathis anobrya,,,3777231,Lepidagathis anobrya Nees,Lepidagathis anobrya,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Acanthaceae,2393,Lepidagathis,6360058
lepisanthessenegalensis,Lepisanthes senegalensis,,,3784947,Lepisanthes senegalensis (Poir.) Leenh.,Lepisanthes senegalensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Sapindaceae,6657,Lepisanthes,7264784
leptadeniahastata,Leptadenia hastata,,,3580243,Leptadenia hastata Decne.,Leptadenia hastata,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Leptadenia,7312497
leptadeniapyrotechnica,Leptadenia pyrotechnica,,,3580180,Leptadenia pyrotechnica Decne.,Leptadenia pyrotechnica,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Apocynaceae,6701,Leptadenia,7312497
leptailurusserval,Leptailurus serval,,,2435172,"Leptailurus serval (Schreber, 1776)",Leptailurus serval,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Felidae,9703,Leptailurus,2435171
leptoptiloscrumeniferus,Leptoptilos crumeniferus,,,2481946,"Leptoptilos crumeniferus (Lesson, 1831)",Leptoptilos crumeniferus,SPECIES,Animalia,1,Chordata,44,Aves,212,Ciconiiformes,839,Ciconiidae,9289,Leptoptilos,2481944
lepuscapensis,Lepus capensis,,,2436736,"Lepus capensis Linnaeus, 1758",Lepus capensis,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Lagomorpha,785,Leporidae,9379,Lepus,2436691
lethocerus,Lethocerus,,,2007579,"Lethocerus Mayr, 1853",Lethocerus,GENUS,Animalia,1,Arthropoda,54,Insecta,216,Hemiptera,809,Belostomatidae,4305,Lethocerus,2007579
leucas,Leucas,,,2927112,Leucas R.Br.,Leucas,GENUS,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Leucas,2927112
leucasmartinicensis,Leucas martinicensis,,,7775217,Leucas martinicensis (Jacq.) R.Br.,Leucas martinicensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Leucas,2927112
limeumpterocarpumvarpterocarpum,Limeum pterocarpum var. pterocarpum,,,3783554,Limeum pterocarpum Heimerl,Limeum pterocarpum,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Limeaceae,4899387,Limeum,7264614
lissotismelanogaster,Lissotis melanogaster,,,2474850,"Lissotis melanogaster (Ruppell, 1835)",Lissotis melanogaster,SPECIES,Animalia,1,Chordata,44,Aves,212,Otidiformes,8708973,Otididae,9610,Lissotis,2474847
loeseneriellaafricana,Loeseneriella africana,,,7265604,Loeseneriella africana (Willd.) R.Wilczek,Loeseneriella africana,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Celastrales,950,Celastraceae,6715,Loeseneriella,7265551
lonchocarpuslaxiflorus,Lonchocarpus laxiflorus,,,7737387,Lonchocarpus laxiflorus Guill. & Perr.,Lonchocarpus laxiflorus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Lonchocarpus,2968975
lonchuracantans,Lonchura cantans,,,7340335,"Euodice cantans (Gmelin, 1789)",Euodice cantans,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Estrildidae,5709,Euodice,7340334
loudetiatogoensis,Loudetia togoensis,,,5675621,Loudetia togoensis (Pilg.) C.E.Hubb.,Loudetia togoensis,SPECIES,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Loudetia,5428483
loxodontaafricana,Loxodonta africana,,,2435350,"Loxodonta africana (Blumenbach, 1797)",Loxodonta africana,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Proboscidea,799,Elephantidae,9427,Loxodonta,2435348
ludwigiaerecta,Ludwigia erecta,,,5420986,Ludwigia erecta (L.) H.Hara,Ludwigia erecta,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Onagraceae,2430,Ludwigia,3189286
ludwigiahyssopifolia,Ludwigia hyssopifolia,,,8924323,Ludwigia hyssopifolia (G.Don) Exell,Ludwigia hyssopifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Myrtales,690,Onagraceae,2430,Ludwigia,3189286
lybiusdubius,Lybius dubius,,,2479027,"Lybius dubius (Gmelin, 1788)",Lybius dubius,SPECIES,Animalia,1,Chordata,44,Aves,212,Piciformes,724,Ramphastidae,9343,Lybius,2478991
lybiusvieilloti,Lybius vieilloti,,,2479002,"Lybius vieilloti (Leach, 1815)",Lybius vieilloti,SPECIES,Animalia,1,Chordata,44,Aves,212,Piciformes,724,Ramphastidae,9343,Lybius,2478991
lycaonpictus,Lycaon pictus,,,5219317,"Lycaon pictus (Temminck, 1820)",Lycaon pictus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Canidae,9701,Lycaon,2434544
lydomorphusdusaulti,Lydomorphus dusaulti,,,4571647,"Lydomorphus Fairmaire, 1882",Lydomorphus,GENUS,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Meloidae,4742,Lydomorphus,4571647
macrodipteryxlongipennis,Macrodipteryx longipennis,,,2496824,"Macrodipteryx longipennis (Shaw, 1796)",Macrodipteryx longipennis,SPECIES,Animalia,1,Chordata,44,Aves,212,Caprimulgiformes,8510645,Caprimulgidae,5225,Macrodipteryx,2496823
macrosphyralongistyla,Macrosphyra longistyla,,,2904943,Macrosphyra longistyla (DC.) Hiern,Macrosphyra longistyla,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Macrosphyra,4938001
macrotermessubhyalinus,Macrotermes subhyalinus,,,9675674,"Macrotermes subhyalinus (Rambur, 1842)",Macrotermes subhyalinus,SPECIES,Animalia,1,Arthropoda,54,Insecta,216,Blattodea,800,Termitidae,4355,Macrotermes,4803134
maeruaangolensis,Maerua angolensis,,,7273321,Maerua angolensis DC.,Maerua angolensis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Capparaceae,3111,Maerua,6370546
maeruacrassifolia,Maerua crassifolia,,,3871765,Maerua crassifolia Forssk.,Maerua crassifolia,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Capparaceae,3111,Maerua,6370546
malapteruruselectricus,Malapterurus electricus,,,2342026,"Malapterurus electricus (Gmelin, 1789)",Malapterurus electricus,SPECIES,Animalia,1,Chordata,44,Actinopterygii,204,Siluriformes,708,Malapteruridae,5159,Malapterurus,2341584
mangiferaindica,Mangifera indica,,,3190638,Mangifera indica L.,Mangifera indica,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Sapindales,933,Anacardiaceae,2398,Mangifera,3075453
manihotesculenta,Manihot esculenta,,,3060998,Manihot esculenta Crantz,Manihot esculenta,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Manihot,3060685
marcuseniussenegalensis,Marcusenius senegalensis,,,4286661,"Marcusenius senegalensis (Steindachner, 1870)",Marcusenius senegalensis,SPECIES,Animalia,1,Chordata,44,Actinopterygii,204,Osteoglossiformes,1069,Mormyridae,8484,Marcusenius,2402429
marsileaminuta,Marsilea minuta,,,5274876,Marsilea minuta L.,Marsilea minuta,SPECIES,Plantae,6,Tracheophyta,7707728,Polypodiopsida,7228684,Salviniales,7229405,Marsileaceae,2375,Marsilea,2650085
mastomyserythroleucus,Mastomys erythroleucus,,,2438912,"Mastomys erythroleucus (Temminck, 1853)",Mastomys erythroleucus,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Rodentia,1459,Muridae,5510,Mastomys,2438904
mastomysnatalensis,Mastomys natalensis,,,2438911,"Mastomys natalensis (A.Smith, 1834)",Mastomys natalensis,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Rodentia,1459,Muridae,5510,Mastomys,2438904
mecistopscataphractus,Mecistops cataphractus,,,2441403,"Mecistops cataphractus (Cuvier, 1825)",Mecistops cataphractus,SPECIES,Animalia,1,Chordata,44,Reptilia,358,Crocodylia,704,Crocodylidae,5685,Mecistops,2441402
melieraxmetabates,Melierax metabates,,,2480733,"Melierax metabates Heuglin, 1861",Melierax metabates,SPECIES,Animalia,1,Chordata,44,Aves,212,Accipitriformes,7191147,Accipitridae,2877,Melierax,2480729
mellivoracapensis,Mellivora capensis,,,2433695,"Mellivora capensis (Schreber, 1776)",Mellivora capensis,SPECIES,Animalia,1,Chordata,44,Mammalia,359,Carnivora,732,Mustelidae,5307,Mellivora,2433694
meropsalbicollis,Merops albicollis,,,2475448,"Merops albicollis Vieillot, 1817",Merops albicollis,SPECIES,Animalia,1,Chordata,44,Aves,212,Coraciiformes,1447,Meropidae,9320,Merops,2475391
meropsorientalis,Merops orientalis,,,2475410,"Merops orientalis Latham, 1801",Merops orientalis,SPECIES,Animalia,1,Chordata,44,Aves,212,Coraciiformes,1447,Meropidae,9320,Merops,2475391
merremiaaegyptia,Merremia aegyptia,,,9350913,Distimake aegyptius (L.) A.R.Simões & Staples,Distimake aegyptius,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Distimake,7324349
merremiapinnata,Merremia pinnata,,,9271423,Xenostegia pinnata (Hochst. ex Choisy) A.R.Simões & Staples,Xenostegia pinnata,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Xenostegia,2928380
messor,Messor,,,1316342,"Messor Forel, 1890",Messor,GENUS,Animalia,1,Arthropoda,54,Insecta,216,Hymenoptera,1457,Formicidae,4342,Messor,1316342
micralesteselongatus,Micralestes elongatus,,,2356034,"Micralestes elongatus Daget, 1957",Micralestes elongatus,SPECIES,Animalia,1,Chordata,44,Actinopterygii,204,Characiformes,537,Alestidae,7199,Micralestes,2356025
microcarboafricanus,Microcarbo africanus,,,6066519,"Microcarbo africanus (Gmelin, 1789)",Microcarbo africanus,SPECIES,Animalia,1,Chordata,44,Aves,212,Suliformes,7192775,Phalacrocoracidae,5268,Microcarbo,8296977
micronisusgabar,Micronisus gabar,,,5788495,"Micronisus gabar (Daudin, 1800)",Micronisus gabar,SPECIES,Animalia,1,Chordata,44,Aves,212,Accipitriformes,7191147,Accipitridae,2877,Micronisus,4850111
milvusmigrans,Milvus migrans,,,5229167,"Milvus migrans (Boddaert, 1783)",Milvus migrans,SPECIES,Animalia,1,Chordata,44,Aves,212,Accipitriformes,7191147,Accipitridae,2877,Milvus,5229166
mirafracantillans,Mirafra cantillans,,,2490599,"Mirafra cantillans Blyth, 1845",Mirafra cantillans,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Alaudidae,7211,Mirafra,2490574
mirafrarufocinnamomea,Mirafra rufocinnamomea,,,2490596,"Mirafra rufocinnamomea (Salvadori, 1865)",Mirafra rufocinnamomea,SPECIES,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Alaudidae,7211,Mirafra,2490574
mitracarpushirtus,Mitracarpus hirtus,,,2912993,Mitracarpus hirtus DC.,Mitracarpus hirtus,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Mitracarpus,7749115
mitragynainermis,Mitragyna inermis,,,2900458,Mitragyna inermis (Willd.) Kuntze,Mitragyna inermis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Gentianales,412,Rubiaceae,8798,Mitragyna,2900452
mollugonudicaulis,Mollugo nudicaulis,,,9476003,Paramollugo nudicaulis (Lam.) Thulin,Paramollugo nudicaulis,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Molluginaceae,2517,Paramollugo,9437064
momordicabalsamina,Momordica balsamina,,,2874582,Momordica balsamina L.,Momordica balsamina,SPECIES,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Cucurbitales,7224005,Cucurbitaceae,6634,Momordica,2874578
