ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
tommoso-parkiabiglobosa-1,,tommoso,parkiabiglobosa,yùlɔ́,yùlɔ́,,,,,,,
tommoso-parkinsoniaaculeata-1,,tommoso,parkinsoniaaculeata,ànàsà:rà-bà:lá,ànàsà:rà-bà:lá,,,,,,,
tommoso-passergriseus-1,,tommoso,passergriseus,kɔ́rɔ̀nì,kɔ́rɔ̀nì,,,,,,,
tommoso-passerluteus-1,,tommoso,passerluteus,mɛ́ɛ́ɲí,mɛ́ɛ́ɲí,,,,,,,
tommoso-passerluteus-2,,tommoso,passerluteus,yúú sàdàà,yúú sàdàà,,,,,,,
tommoso-pennisetumglaucum-1,,tommoso,pennisetumglaucum,yúú,yúú,,,,,,,
tommoso-pennisetumpedicellatum-1,,tommoso,pennisetumpedicellatum,ààbùú,ààbùú,,,,,,,
tommoso-pennisetumpolystachion-1,,tommoso,pennisetumpolystachion,tàràà-dúlɔ́,tàràà-dúlɔ́,,,,,,,
tommoso-pergulariatomentosa-1,,tommoso,pergulariatomentosa,kɔ̀lɔ́lìyɛ̀m,kɔ̀lɔ́lìyɛ̀m,,,,,,,
tommoso-peristrophepaniculata-1,,tommoso,peristrophepaniculata,kèrù-jìgìríyé,kèrù-jìgìríyé,,,,,,,
tommoso-phoeniculuspurpureus-1,,tommoso,phoeniculuspurpureus,sàdàà pɔ̀mbɔ̀-tɔ̀gú,sàdàà pɔ̀mbɔ̀-tɔ̀gú,,,,,,,
tommoso-phoenixdactylifera-1,,tommoso,phoenixdactylifera,támòrò,támòrò,,,,,,,
tommoso-physalis-1,,tommoso,physalis,tàmààtù-kèrú,tàmààtù-kèrú,,,,,,,
tommoso-piperguineense-1,,tommoso,piperguineense,pɛ́ɛ́pɛ̀,pɛ́ɛ́pɛ̀,,,,,,,
tommoso-pistiastratiotes-1,,tommoso,pistiastratiotes,àwá [also Marsilea],àwá [also Marsilea],,,,,,,
tommoso-ploceuscucullatus-1,,tommoso,ploceuscucullatus,sàà gòlòlíyó,sàà gòlòlíyó,,,,,,,
tommoso-podaxispistillaris-1,,tommoso,podaxispistillaris,tàràà-bǒy,tàràà-bǒy,,,,,,,
tommoso-poicephalussenegalus-1,,tommoso,poicephalussenegalus,sàdàà  kòé,sàdàà  kòé,,,,,,,
tommoso-polydoraserratuloides-1,,tommoso,polydoraserratuloides,kùrùndù-kèrú ~ kùrùndùn-kèrú,kùrùndù-kèrú ~ kùrùndùn-kèrú,,,,,,,
tommoso-portulacafoliosa-1,,tommoso,portulacafoliosa,gɛ̀nsɛ̀nɛ̀-kèrú,gɛ̀nsɛ̀nɛ̀-kèrú,,,,,,,
tommoso-portulacaoleracea-1,,tommoso,portulacaoleracea,dàdàɡùlá,dàdàɡùlá,,,,,,,
tommoso-pouteriaalnifolia-1,,tommoso,pouteriaalnifolia,kúlúmólú,kúlúmólú,,,,,,,
tommoso-prosopisafricana-1,,tommoso,prosopisafricana,kìlɛ̀-nálú,kìlɛ̀-nálú,,,,,,,
tommoso-psidiumguajava-1,,tommoso,psidiumguajava,bùyà:kí,bùyà:kí,,,,,,,
tommoso-psittaculakrameri-1,,tommoso,psittaculakrameri,sàdàà  kòé,sàdàà  kòé,,,,,,,
tommoso-psittaculakrameri-2,,tommoso,psittaculakrameri,sàdàà gòlòlíyó,sàdàà gòlòlíyó,,,,,,,
tommoso-pterocarpuserinaceus-1,,tommoso,pterocarpuserinaceus,wǎy,wǎy,,,,,,,
tommoso-pterocarpuslucens-1,,tommoso,pterocarpuslucens,bɛ̀bɛ̀lɛ́,bɛ̀bɛ̀lɛ́,,,,,,,
tommoso-ptilopachuspetrosus-1,,tommoso,ptilopachuspetrosus,wàŋgílé,wàŋgílé,,,,,,,
tommoso-ptilopsisleucotis-1,,tommoso,ptilopsisleucotis,dùnù pílú,dùnù pílú,,,,,,,
tommoso-ptilopsisleucotis-2,,tommoso,ptilopsisleucotis,ɛ̀n-dúnú,ɛ̀n-dúnú,,,,,,,
tommoso-ptilostomusafer-1,,tommoso,ptilostomusafer,nàá sàdàà,nàá sàdàà,,,,,,,
tommoso-ptyonoprognefuligulapusilla-1,,tommoso,ptyonoprognefuligulapusilla,òlú wèlè-wèlè,òlú wèlè-wèlè,,,,,,,
tommoso-pupalialappacea-1,,tommoso,pupalialappacea,ǎy yògù-mà-yògù,ǎy yògù-mà-yògù,,,,,,,
tommoso-pycnonotusbarbatus-1,,tommoso,pycnonotusbarbatus,sàdàà yùù-mìnú,sàdàà yùù-mìnú,,,,,,,
tommoso-pycnonotusbarbatus-2,,tommoso,pycnonotusbarbatus,nɔ́ɔ́gú,nɔ́ɔ́gú,,,,,,,
tommoso-pycreusmacrostachyos-1,,tommoso,pycreusmacrostachyos,nùmàà tèndé,nùmàà tèndé,,,,,,,
tommoso-rhinoptiluschalcopterus-1,,tommoso,rhinoptiluschalcopterus,kɛ̀lɛ̌ŋ-kɛ̀lɛ̀m,kɛ̀lɛ̌ŋ-kɛ̀lɛ̀m,,,,,,,
tommoso-rhipicephalusturanicus-1,,tommoso,rhipicephalusturanicus,kíbídù,kíbídù,,,,,,,
tommoso-rhynchosiaminima-1,,tommoso,rhynchosiaminima,[pèrè-pèrè]-nǔm,[pèrè-pèrè]-nǔm,,,,,,,
tommoso-ricinuscommunis-1,,tommoso,ricinuscommunis,dìdìmɛ̀-ý,dìdìmɛ̀-ý,,,,,,,
tommoso-rogeriaadenophylla-1,,tommoso,rogeriaadenophylla,kèrù-[gúbɔ́-gúbɔ́],kèrù-[gúbɔ́-gúbɔ́],,,,,,,
tommoso-rottboelliacochinchinensis-1,,tommoso,rottboelliacochinchinensis,kàŋàmá,kàŋàmá,,,,,,,
tommoso-rousettusaegyptiacus-1,,tommoso,rousettusaegyptiacus,wààdú,wààdú,,,,,,,
tommoso-sabasenegalensis-1,,tommoso,sabasenegalensis,kàmbé,kàmbé,,,,,,,
tommoso-saccharumofficinarum-1,,tommoso,saccharumofficinarum,kàlá,kàlá,,,,,,,
tommoso-saccharumofficinarum-2,,tommoso,saccharumofficinarum,súkɔ̀rɔ̀-dínjɛ̀,súkɔ̀rɔ̀-dínjɛ̀,,,,,,,
tommoso-sansevieria-1,,tommoso,sansevieria,póló,póló,,,,,,,
tommoso-sansevierialiberica-1,,tommoso,sansevierialiberica,pòlò-gùnnɔ́,pòlò-gùnnɔ́,,,,,,,
tommoso-sarcocephaluslatifolius-1,,tommoso,sarcocephaluslatifolius,ày-gíyé,ày-gíyé,,,,,,,
tommoso-schizachyriumexile-1,,tommoso,schizachyriumexile,òlò bánú,òlò bánú,,,,,,,
tommoso-schoenefeldiagracilis-1,,tommoso,schoenefeldiagracilis,kèrù kúú-pílù,kèrù kúú-pílù,,,,,,,
tommoso-schoenefeldiagracilis-2,,tommoso,schoenefeldiagracilis,sàmàn-jò:lú,sàmàn-jò:lú,,,,,,,
tommoso-sclerocaryabirrea-1,,tommoso,sclerocaryabirrea,bìyé,bìyé,,,,,,,
tommoso-scolopendra-1,,tommoso,scolopendra,kàdàlmà-sèèníyà ~ kàdàràmà sèèníé,kàdàlmà-sèèníyà ~ kàdàràmà sèèníé,,,,,,,
tommoso-scopariadulcis-1,,tommoso,scopariadulcis,tím-tìm,tím-tìm,,,,,,,
tommoso-securidacalongepedunculata-1,,tommoso,securidacalongepedunculata,tɔ́rɔ́,tɔ́rɔ́,,,,,,,
tommoso-senegaliaataxacantha-1,,tommoso,senegaliaataxacantha,wɔ̀lɔ̀ pílú,wɔ̀lɔ̀ pílú,,,,,,,
tommoso-senegaliamacrostachya-1,,tommoso,senegaliamacrostachya,wɔ̀lɔ̀ pɛ̀rɛ̀ndɛ̀-ý,wɔ̀lɔ̀ pɛ̀rɛ̀ndɛ̀-ý,,,,,,,
tommoso-sennaitalicaitalica-1,,tommoso,sennaitalicaitalica,gàŋàlù gùnnɔ́,gàŋàlù gùnnɔ́,,,,,,,
tommoso-sennaobtusifolia-1,,tommoso,sennaobtusifolia,gàŋàlú,gàŋàlú,,,,,,,
tommoso-sennaoccidentalis-1,,tommoso,sennaoccidentalis,dɛ́bbà-lóbbò,dɛ́bbà-lóbbò,,,,,,,
tommoso-sesamumalatum-1,,tommoso,sesamumalatum,[ànà-kùm]-pɔ̀lì-ý,[ànà-kùm]-pɔ̀lì-ý,,,,,,,
tommoso-sesamumindicum-1,,tommoso,sesamumindicum,pɔ̀lì-ý,pɔ̀lì-ý,,,,,,,
tommoso-sesbaniasesban-1,,tommoso,sesbaniasesban,ɔ̀mɔ̀lɔ̀-yùlɔ́,ɔ̀mɔ̀lɔ̀-yùlɔ́,,,,,,,
tommoso-setariapumila-1,,tommoso,setariapumila,tàràà-dúlɔ́,tàràà-dúlɔ́,,,,,,,
tommoso-sidaabutifolia-1,,tommoso,sidaabutifolia,sèmbú,sèmbú,,,,,,,
tommoso-sidacordifolia-1,,tommoso,sidacordifolia,yúú-bàràmbày,yúú-bàràmbày,,,,,,,
tommoso-solanumaethiopicum-1,,tommoso,solanumaethiopicum,kɛ́lbɛ̀,kɛ́lbɛ̀,,,,,,,
tommoso-solanumaethiopicum-2,,tommoso,solanumaethiopicum,tɔ̀mmɔ̀-kɛ́lbɛ̀,tɔ̀mmɔ̀-kɛ́lbɛ̀,,,,,,,
tommoso-solanumincanum-1,,tommoso,solanumincanum,ɛ̀ɲjɛ̀ kɛ́lbɛ̀,ɛ̀ɲjɛ̀ kɛ́lbɛ̀,,,,,,,
tommoso-sorghumarundinaceum-1,,tommoso,sorghumarundinaceum,ɛ̀mmɛ̀ sàlàlá,ɛ̀mmɛ̀ sàlàlá,,,,,,,
tommoso-sorghumbicolor-1,,tommoso,sorghumbicolor,ɛ̀mmɛ́,ɛ̀mmɛ́,,,,,,,
tommoso-sorghumbicolor-2,,tommoso,sorghumbicolor,sànà-gɛ́nɛ́,sànà-gɛ́nɛ́,,,,,,,
tommoso-spermacocechaetocephala-1,,tommoso,spermacocechaetocephala,sèlèndíyé,sèlèndíyé,,,,,,,
tommoso-spermacoceruelliae-1,,tommoso,spermacoceruelliae,sùgùlù-kèrú,sùgùlù-kèrú,,,,,,,
tommoso-sphenocleazeylanica-1,,tommoso,sphenocleazeylanica,dí: kèrù,dí: kèrù,,,,,,,
tommoso-spiloptilaclamans-1,,tommoso,spiloptilaclamans,kàmbé sàdà-ỳ,kàmbé sàdà-ỳ,,,,,,,
tommoso-spondiasmombin-1,,tommoso,spondiasmombin,è:níyé,è:níyé,,,,,,,
tommoso-sporobolusmicroprotus-1,,tommoso,sporobolusmicroprotus,[gùlɔ̀nɔ̀]-kèrú,[gùlɔ̀nɔ̀]-kèrú,,,,,,,
tommoso-stereospermumkunthianum-1,,tommoso,stereospermumkunthianum,pò-pǒllò,pò-pǒllò,,,,,,,
tommoso-streptopeliasenegalensis-1,,tommoso,streptopeliasenegalensis,pèrè-péré ~ pèrè-géré,pèrè-péré ~ pèrè-géré,,,,,,,
tommoso-streptopeliavinacea-1,,tommoso,streptopeliavinacea,gùrùmbàà sábú-gɛ̂m,gùrùmbàà sábú-gɛ̂m,,,,,,,
tommoso-streptopeliavinacea-2,,tommoso,streptopeliavinacea,gùrùmbàà ɔ̀dɔ́-gɛ̂m,gùrùmbàà ɔ̀dɔ́-gɛ̂m,,,,,,,
tommoso-strigahermonthica-1,,tommoso,strigahermonthica,dó:,dó:,,,,,,,
tommoso-strophanthussarmentosus-1,,tommoso,strophanthussarmentosus,nónóm-dɔ̀gɔ̀pìyà,nónóm-dɔ̀gɔ̀pìyà,,,,,,,
tommoso-struthiocamelus-1,,tommoso,struthiocamelus,ɔ̀gɔ̀-tàŋálà ~ -táŋálá,ɔ̀gɔ̀-tàŋálà ~ -táŋálá,,,,,,,
tommoso-stylochaetonlancifolius-1,,tommoso,stylochaetonlancifolius,jɔ̀mɔ̀-súgúlú,jɔ̀mɔ̀-súgúlú,,,,,,,
tommoso-tamarindusindica-1,,tommoso,tamarindusindica,òmmólú,òmmólú,,,,,,,
tommoso-tapinanthusbangwensis-1,,tommoso,tapinanthusbangwensis,pììdú,pììdú,,,,,,,
tommoso-terminaliamacroptera-1,,tommoso,terminaliamacroptera,bɔ̀dɔ̀-kùbɔ́,bɔ̀dɔ̀-kùbɔ́,,,,,,,
tommoso-terminaliamacroptera-2,,tommoso,terminaliamacroptera,kɔ̀gɔ́,kɔ̀gɔ́,,,,,,,
tommoso-thamnolaeacinnamomeiventris-1,,tommoso,thamnolaeacinnamomeiventris,nɔ̀rɔ̀mɔ́,nɔ̀rɔ̀mɔ́,,,,,,,
tommoso-tockuserythrorhynchus-1,,tommoso,tockuserythrorhynchus,dòòbú,dòòbú,,,,,,,
tommoso-treronwaalia-1,,tommoso,treronwaalia,pèrè-pèrè kǒyyò,pèrè-pèrè kǒyyò,,,,,,,
tommoso-tribulusterrestris-1,,tommoso,tribulusterrestris,nàànàá,nàànàá,,,,,,,
tommoso-tripogonminimus-1,,tommoso,tripogonminimus,dúmmúlìyèm,dúmmúlìyèm,,,,,,,
tommoso-triticumaestivum-1,,tommoso,triticumaestivum,árkàmà,árkàmà,,,,,,,
tommoso-tytoalba-1,,tommoso,tytoalba,úlùm sàdàà,úlùm sàdàà,,,,,,,
tommoso-tytoalba-2,,tommoso,tytoalba,íí sàdàà,íí sàdàà,,,,,,,
tommoso-upupaepops-1,,tommoso,upupaepops,tòrún-dìmbìrɛ́,tòrún-dìmbìrɛ́,,,,,,,
tommoso-uraeginthusbengalus-1,,tommoso,uraeginthusbengalus,búlɔ̀mɔ̀,búlɔ̀mɔ̀,,,,,,,
tommoso-vachellianilotica-1,,tommoso,vachellianilotica,bààlá,bààlá,,,,,,,
tommoso-vachelliasieberiana-1,,tommoso,vachelliasieberiana,màkà-bà:lá,màkà-bà:lá,,,,,,,
tommoso-vanellustectus-1,,tommoso,vanellustectus,dɔ̀rɔ̀-mɔ̀-jɔ́ŋgɛ̀,dɔ̀rɔ̀-mɔ̀-jɔ́ŋgɛ̀,,,,,,,
tommoso-veprisheterophylla-1,,tommoso,veprisheterophylla,pòndù-kògó,pòndù-kògó,,,,,,,
tommoso-vigna-1,,tommoso,vigna,nùm-kílé,nùm-kílé,,,,,,,
tommoso-vignasubterranea-1,,tommoso,vignasubterranea,ɛ̀lɛ̀-kɛ̀lɛ̀ téndélé,ɛ̀lɛ̀-kɛ̀lɛ̀ téndélé,,,,,,,
tommoso-vignaunguiculata-1,,tommoso,vignaunguiculata,nǔm,nǔm,,,,,,,
tommoso-vitellariaparadoxaparadoxa-1,,tommoso,vitellariaparadoxaparadoxa,mìɲjú,mìɲjú,,,,,,,
tommoso-vitexdoniana-1,,tommoso,vitexdoniana,ànà-mùyⁿɔ́,ànà-mùyⁿɔ́,,,,,,,
tommoso-vitexdoniana-2,,tommoso,vitexdoniana,ànà-mùyⁿɔ̀ ná:,ànà-mùyⁿɔ̀ ná:,,,,,,,
tommoso-vitexmadiensissubspmadiensisoliv-1,,tommoso,vitexmadiensissubspmadiensisoliv,ànà-mùyⁿɔ́,ànà-mùyⁿɔ́,,,,,,,
tommoso-vitexmadiensissubspmadiensisoliv-2,,tommoso,vitexmadiensissubspmadiensisoliv,ànà-mùyⁿɔ̀ téndélé,ànà-mùyⁿɔ̀ téndélé,,,,,,,
tommoso-waltheriaindica-1,,tommoso,waltheriaindica,sèmbú,sèmbú,,,,,,,
tommoso-ximeniaamericana-1,,tommoso,ximeniaamericana,àntǎm,àntǎm,,,,,,,
tommoso-xylopiaaethiopica-1,,tommoso,xylopiaaethiopica,pɛ̀ɛ̀díŋé,pɛ̀ɛ̀díŋé,,,,,,,
tommoso-xysmalobiumheudelotianum-1,,tommoso,xysmalobiumheudelotianum,dɔ̀gɔ̀-nólú [also Glossonema],dɔ̀gɔ̀-nólú [also Glossonema],,,,,,,
tommoso-zeamays-1,,tommoso,zeamays,sànà-ɛ̀mmɛ́,sànà-ɛ̀mmɛ́,,,,,,,
tommoso-zingiberofficinale-1,,tommoso,zingiberofficinale,ɲàmàkú,ɲàmàkú,,,,,,,
tommoso-ziziphusmauritiana-1,,tommoso,ziziphusmauritiana,òlǒm,òlǒm,,,,,,,
tommoso-ziziphusmucronata-1,,tommoso,ziziphusmucronata,tàràà-òlǒm,tàràà-òlǒm,,,,,,,
tommoso-zorniaglochidiata-1,,tommoso,zorniaglochidiata,dɛ́ŋgɛ̀rɛ̀,dɛ́ŋgɛ̀rɛ̀,,,,,,,
tomokan-abrusprecatorius-1,,tomokan,abrusprecatorius,sápéléⁿ,sápéléⁿ,,,,,,,
tomokan-abutilonglaucum-1,,tomokan,abutilonglaucum,hòròbà-jɛ́,hòròbà-jɛ́,,,,,,,
tomokan-acaciaseyal-1,,tomokan,acaciaseyal,sɔ̀mɛ̀gɛ̀ pí,sɔ̀mɛ̀gɛ̀ pí,,,,,,,
tomokan-acanthospermumhispidum-1,,tomokan,acanthospermumhispidum,cìlèⁿ-jàŋgá,cìlèⁿ-jàŋgá,,,,,,,
tomokan-accipiterbadius-1,,tomokan,accipiterbadius,cɛ̀lɛ̀ⁿ pí,cɛ̀lɛ̀ⁿ pí,,,,,,,
tomokan-achyranthesasperasicula-1,,tomokan,achyranthesasperasicula,hɔ̀ŋɔ̀lɔ́-tɛ̀rɛ̀ⁿ,hɔ̀ŋɔ̀lɔ́-tɛ̀rɛ̀ⁿ,,,,,,,
tomokan-acomysjohannis-1,,tomokan,acomysjohannis,ʔwɛ̀ⁿ còⁿ-káⁿ,ʔwɛ̀ⁿ còⁿ-káⁿ,,,,,,,
tomokan-acoryphaglaucopsis-1,,tomokan,acoryphaglaucopsis,ʔɛ̀bɛ̀-dúkírí,ʔɛ̀bɛ̀-dúkírí,,,,,,,
tomokan-actia-1,,tomokan,actia,lìjéⁿ,lìjéⁿ,,,,,,,
tomokan-actophilornisafricanus-1,,tomokan,actophilornisafricanus,jì:-sàjú,jì:-sàjú,,,,,,,
tomokan-adansoniadigitata-1,,tomokan,adansoniadigitata,ʔɔ̀rɔ́,ʔɔ̀rɔ́,,,,,,,
tomokan-adansoniadigitata-2,,tomokan,adansoniadigitata,cíʔílá,cíʔílá,,,,,,,
tomokan-aframomummelegueta-1,,tomokan,aframomummelegueta,cɛ́mbɛ́ⁿ,cɛ́mbɛ́ⁿ,,,,,,,
tomokan-agriusconvolvuli-1,,tomokan,agriusconvolvuli,lùʔùrè-nà yà-bɛ̀jíⁿ,lùʔùrè-nà yà-bɛ̀jíⁿ,,,,,,,
tomokan-albiziachevalieri-1,,tomokan,albiziachevalieri,bàlà-yɔ̀lɔ́,bàlà-yɔ̀lɔ́,,,,,,,
tomokan-aloetenuifolia-1,,tomokan,aloetenuifolia,nàʔà-yɛ̀rdɛ́ⁿ,nàʔà-yɛ̀rdɛ́ⁿ,,,,,,,
tomokan-aloetenuifolia-2,,tomokan,aloetenuifolia,nàʔà-yàrá,nàʔà-yàrá,,,,,,,
tomokan-alysicarpusovalifolius-1,,tomokan,alysicarpusovalifolius,sɔ̀ⁿ-kwɛ̀mbɛ́ⁿ,sɔ̀ⁿ-kwɛ̀mbɛ́ⁿ,,,,,,,
tomokan-alysicarpusovalifolius-2,,tomokan,alysicarpusovalifolius,sɔ̀ⁿ-kà:rɛ́ⁿ,sɔ̀ⁿ-kà:rɛ́ⁿ,,,,,,,
tomokan-amadinafasciata-1,,tomokan,amadinafasciata,dùgù-sɛ̀jíⁿ,dùgù-sɛ̀jíⁿ,,,,,,,
tomokan-amaranthusspinosus-1,,tomokan,amaranthusspinosus,ʔù-ʔɔ̀njù yà-bɔ̀rkɔ́,ʔù-ʔɔ̀njù yà-bɔ̀rkɔ́,,,,,,,
tomokan-ampelocissusafricana-1,,tomokan,ampelocissusafricana,"[gɛ̀-ʔìnù]-[sá:ⁿ-ʔì:ⁿ] )""[goat-child]-[wild.grape-child]""","[gɛ̀-ʔìnù]-[sá:ⁿ-ʔì:ⁿ] )""[goat-child]-[wild.grape-child]""",,,,,,,
tomokan-ampelocissusafricana-2,,tomokan,ampelocissusafricana,i.e. small wild grape of herder boy),i.e. small wild grape of herder boy),,,,,,,
tomokan-anacardiumoccidentale-1,,tomokan,anacardiumoccidentale,sɔ̀mɔ́,sɔ̀mɔ́,,,,,,,
tomokan-andirainermis-1,,tomokan,andirainermis,pyɛ̀-jɛ̀ⁿjɛ́ⁿ,pyɛ̀-jɛ̀ⁿjɛ́ⁿ,,,,,,,
tomokan-androctonusamoreuxi-1,,tomokan,androctonusamoreuxi,múní,múní,,,,,,,
tomokan-androctonusamoreuxi-2,,tomokan,androctonusamoreuxi,mùnì kwá:,mùnì kwá:,,,,,,,
tomokan-andropogongayanusbisquamulatus-1,,tomokan,andropogongayanusbisquamulatus,dòjú,dòjú,,,,,,,
tomokan-annonasenegalensis-1,,tomokan,annonasenegalensis,jàⁿkɔ̀ʔɔ̀nɔ́,jàⁿkɔ̀ʔɔ̀nɔ́,,,,,,,
tomokan-annonasquamosa-1,,tomokan,annonasquamosa,ʔànàsàrà-jàⁿkɔ̀ʔɔ̀nɔ́,ʔànàsàrà-jàⁿkɔ̀ʔɔ̀nɔ́,,,,,,,
tomokan-anogeissusleiocarpa-1,,tomokan,anogeissusleiocarpa,wɛ́,wɛ́,,,,,,,
tomokan-antidesmavenosum-1,,tomokan,antidesmavenosum,ʔòlòⁿ-sóⁿ,ʔòlòⁿ-sóⁿ,,,,,,,
tomokan-apismellifera-1,,tomokan,apismellifera,kwɛ̀lɛ́ⁿ,kwɛ̀lɛ́ⁿ,,,,,,,
tomokan-apusaffinis-1,,tomokan,apusaffinis,dànà-wùlɛ̀ⁿ,dànà-wùlɛ̀ⁿ,,,,,,,
tomokan-aquilarapax-1,,tomokan,aquilarapax,càlà gàrá,càlà gàrá,,,,,,,
tomokan-archispirostreptus-1,,tomokan,archispirostreptus,gòrɛ́ⁿ-gònjé,gòrɛ́ⁿ-gònjé,,,,,,,
tomokan-ardeotisarabs-1,,tomokan,ardeotisarabs,jìlɛ̀ⁿ-kòndó,jìlɛ̀ⁿ-kòndó,,,,,,,
tomokan-aristidafuniculata-1,,tomokan,aristidafuniculata,mɛ̀nɛ̀jɛ̀ⁿ-dòjú,mɛ̀nɛ̀jɛ̀ⁿ-dòjú,,,,,,,
tomokan-aselliatridens-1,,tomokan,aselliatridens,cí-cíjí,cí-cíjí,,,,,,,
tomokan-asparagusflagellaris-1,,tomokan,asparagusflagellaris,ʔɛ̀nì-jɛ̀mɛ̀-ná:-ʔìnjì-kùlɛ́,ʔɛ̀nì-jɛ̀mɛ̀-ná:-ʔìnjì-kùlɛ́,,,,,,,
tomokan-atelerixalbiventris-1,,tomokan,atelerixalbiventris,wɛ̀ʔɛ̀lɛ̀-pɛ̀jí,wɛ̀ʔɛ̀lɛ̀-pɛ̀jí,,,,,,,
tomokan-atilaxpaludinosus-1,,tomokan,atilaxpaludinosus,pìjà jóⁿ,pìjà jóⁿ,,,,,,,
tomokan-atractaspiswatsoni-1,,tomokan,atractaspiswatsoni,céré-gwà-tùm-ʔwá:má,céré-gwà-tùm-ʔwá:má,,,,,,,
tomokan-azadirachtaindica-1,,tomokan,azadirachtaindica,nímí,nímí,,,,,,,
tomokan-balanitesaegyptiacus-1,,tomokan,balanitesaegyptiacus,myɛ́:nɛ́,myɛ́:nɛ́,,,,,,,
tomokan-balearicapavonina-1,,tomokan,balearicapavonina,kùmá,kùmá,,,,,,,
tomokan-bamanophisdorri-1,,tomokan,bamanophisdorri,jìnà-ná,jìnà-ná,,,,,,,
tomokan-bauhiniareticulata-1,,tomokan,bauhiniareticulata,kwɛ́lɛ́,kwɛ́lɛ́,,,,,,,
tomokan-bauhiniarufescens-1,,tomokan,bauhiniarufescens,cùmà-ʔùmbèlé,cùmà-ʔùmbèlé,,,,,,,
tomokan-bitisarietans-1,,tomokan,bitisarietans,hɔ̀jɔ̀-gɔ̀lɔ́,hɔ̀jɔ̀-gɔ̀lɔ́,,,,,,,
tomokan-blepharislinariifolia-1,,tomokan,blepharislinariifolia,ɲàʔàⁿ-ká,ɲàʔàⁿ-ká,,,,,,,
tomokan-boerhaviarepens-1,,tomokan,boerhaviarepens,tò-gùní,tò-gùní,,,,,,,
tomokan-bombaxcostatum-1,,tomokan,bombaxcostatum,túʔúlé,túʔúlé,,,,,,,
tomokan-borassusaethiopum-1,,tomokan,borassusaethiopum,kóŋgò,kóŋgò,,,,,,,
tomokan-bosciaangustifolia-1,,tomokan,bosciaangustifolia,bàlà-ʔàmbà pí,bàlà-ʔàmbà pí,,,,,,,
tomokan-bosciasenegalensis-1,,tomokan,bosciasenegalensis,yɛ̀:lɛ̀ⁿ,yɛ̀:lɛ̀ⁿ,,,,,,,
tomokan-bostaurusprimigenius-1,,tomokan,bostaurusprimigenius,nàʔⁿá,nàʔⁿá,,,,,,,
tomokan-brachiarialata-1,,tomokan,brachiarialata,pyèlè-ʔɛ̀mbɛ́,pyèlè-ʔɛ̀mbɛ́,,,,,,,
tomokan-brachiariavillosa-1,,tomokan,brachiariavillosa,pyèlè-ʔɛ̀mbɛ́,pyèlè-ʔɛ̀mbɛ́,,,,,,,
tomokan-bubalornisalbirostris-1,,tomokan,bubalornisalbirostris,sàjù yà-kwélé,sàjù yà-kwélé,,,,,,,
tomokan-bubocinerascens-1,,tomokan,bubocinerascens,dùní,dùní,,,,,,,
tomokan-bubolacteus-1,,tomokan,bubolacteus,dùní,dùní,,,,,,,
tomokan-bubulcusibis-1,,tomokan,bubulcusibis,jáⁿ-kùgò-pí,jáⁿ-kùgò-pí,,,,,,,
tomokan-bucorvusabyssinicus-1,,tomokan,bucorvusabyssinicus,jìlɛ̀ⁿ-kòndò jóⁿ,jìlɛ̀ⁿ-kòndò jóⁿ,,,,,,,
tomokan-buphagusafricanus-1,,tomokan,buphagusafricanus,nàʔⁿà-sɛ̀jíⁿ,nàʔⁿà-sɛ̀jíⁿ,,,,,,,
tomokan-burhinuscapensis-1,,tomokan,burhinuscapensis,bàlà-kúgó,bàlà-kúgó,,,,,,,
tomokan-burhinussenegalensis-1,,tomokan,burhinussenegalensis,bàlà-kúgó,bàlà-kúgó,,,,,,,
tomokan-callosobruchusmaculatus-1,,tomokan,callosobruchusmaculatus,kù-kɔ́,kù-kɔ́,,,,,,,
tomokan-calotropisprocera-1,,tomokan,calotropisprocera,hù-hú,hù-hú,,,,,,,
tomokan-camponotusmaculatus-1,,tomokan,camponotusmaculatus,gù-gɔ́,gù-gɔ́,,,,,,,
tomokan-canavalia-1,,tomokan,canavalia,ʔànàsàrà-ɲìʔíⁿ,ʔànàsàrà-ɲìʔíⁿ,,,,,,,
tomokan-canisadustusadustus-1,,tomokan,canisadustusadustus,bàlà-ʔùjú,bàlà-ʔùjú,,,,,,,
tomokan-canislupusfamiliaris-1,,tomokan,canislupusfamiliaris,ʔùjú,ʔùjú,,,,,,,
tomokan-caprimulguseximius-1,,tomokan,caprimulguseximius,jɛ̀rú,jɛ̀rú,,,,,,,
tomokan-caprimulgustristigma-1,,tomokan,caprimulgustristigma,jɛ̀rú,jɛ̀rú,,,,,,,
tomokan-capsicum-1,,tomokan,capsicum,cɛ̀pɛ̀rí,cɛ̀pɛ̀rí,,,,,,,
tomokan-caracalcaracal-1,,tomokan,caracalcaracal,cúbé,cúbé,,,,,,,
tomokan-carallumaadscendens-1,,tomokan,carallumaadscendens,cànà-sɛ̀:rɛ́,cànà-sɛ̀:rɛ́,,,,,,,
tomokan-caricapapaya-1,,tomokan,caricapapaya,mànjé,mànjé,,,,,,,
tomokan-cassiasieberiana-1,,tomokan,cassiasieberiana,ʔírí-bòlòlóⁿ,ʔírí-bòlòlóⁿ,,,,,,,
